id,number,suffix,provenance,file_count,artifact_types
V0,0,,RESULT_ARTIFACT_PRESERVED,26,ARCHIVE;CSV;MARKDOWN
V1,1,,RESULT_ARTIFACT_PRESERVED,4,ARCHIVE;CSV;FIGURE;MARKDOWN
V2,2,,RESULT_ARTIFACT_PRESERVED,3,CSV;FIGURE
V2B,2,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V3,3,,RESULT_ARTIFACT_PRESERVED,6,ARCHIVE;CSV;FIGURE;MARKDOWN
V3B,3,B,RESULT_ARTIFACT_PRESERVED,3,CSV;FIGURE
V4,4,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V5,5,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V5B,5,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V5C,5,C,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V6,6,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V7,7,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V7B,7,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V8,8,,RESULT_ARTIFACT_PRESERVED,5,ARCHIVE;CSV;FIGURE;MARKDOWN
V9,9,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V10,10,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V11,11,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V12,12,,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V13,13,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V14,14,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V15,15,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V16,16,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V16B,16,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V17,17,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V18,18,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V18B,18,B,RESULT_ARTIFACT_PRESERVED,5,ARCHIVE;CSV;FIGURE;MARKDOWN
V18C,18,C,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V19,19,,MISSING_DIRECT_ARTIFACT,0,
V20,20,,MISSING_DIRECT_ARTIFACT,0,
V21,21,,RESULT_ARTIFACT_PRESERVED,4,ARCHIVE;CSV;FIGURE;MARKDOWN
V22,22,,RESULT_ARTIFACT_PRESERVED,38,FIGURE
V23,23,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V24,24,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V24B,24,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V24C,24,C,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V25,25,,MISSING_DIRECT_ARTIFACT,0,
V26,26,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V27,27,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V28,28,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V29,29,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V30,30,,MISSING_DIRECT_ARTIFACT,0,
V31,31,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V31B,31,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V31C,31,C,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V31D,31,D,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V32,32,,MISSING_DIRECT_ARTIFACT,0,
V33,33,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V33B,33,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V34,34,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V35,35,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V36,36,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V36B,36,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V37,37,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V38,38,,RESULT_ARTIFACT_PRESERVED,23,FIGURE
V39,39,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V40,40,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V41,41,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V42,42,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V43,43,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V43B,43,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V43C,43,C,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V44,44,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V45,45,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V46,46,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V47,47,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V48,48,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V49,49,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V50,50,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V51,51,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V52,52,,RESULT_ARTIFACT_PRESERVED,3,ARCHIVE;FIGURE;MARKDOWN
V53,53,,RESULT_ARTIFACT_PRESERVED,14,FIGURE;MARKDOWN
V54,54,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V55,55,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V56,56,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V56B,56,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V56C,56,C,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V56D,56,D,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V57,57,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V57B,57,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V58,58,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V59,59,,RESULT_ARTIFACT_PRESERVED,4,ARCHIVE;FIGURE;MARKDOWN
V60,60,,RESULT_ARTIFACT_PRESERVED,15,FIGURE;MARKDOWN
V60B,60,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V61,61,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V61B,61,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V61C,61,C,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V62,62,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V62B,62,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V63,63,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V64,64,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V65,65,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V66,66,,RESULT_ARTIFACT_PRESERVED,3,ARCHIVE;FIGURE;MARKDOWN
V67,67,,RESULT_ARTIFACT_PRESERVED,16,FIGURE;MARKDOWN
V68,68,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V69,69,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V70,70,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V71,71,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V72,72,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V73,73,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V74,74,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V75,75,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V76,76,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V77,77,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V78,78,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V79,79,,RESULT_ARTIFACT_PRESERVED,4,ARCHIVE;FIGURE;MARKDOWN
V80,80,,RESULT_ARTIFACT_PRESERVED,11,FIGURE;MARKDOWN
V81,81,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V82,82,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V83,83,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V84,84,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V85,85,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V86,86,,RESULT_ARTIFACT_PRESERVED,3,ARCHIVE;FIGURE;MARKDOWN
V87,87,,RESULT_ARTIFACT_PRESERVED,8,FIGURE;MARKDOWN
V88,88,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V89,89,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V90,90,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V91,91,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V92,92,,RESULT_ARTIFACT_PRESERVED,3,ARCHIVE;FIGURE;MARKDOWN
V93,93,,RESULT_ARTIFACT_PRESERVED,18,FIGURE;MARKDOWN
V94,94,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V95,95,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V96,96,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V97,97,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V98,98,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V99,99,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V100,100,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V101,101,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V102,102,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V103,103,,RESULT_ARTIFACT_PRESERVED,7,FIGURE
V103B,103,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V104,104,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V105,105,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V106,106,,MISSING_DIRECT_ARTIFACT,0,
V107,107,,MISSING_DIRECT_ARTIFACT,0,
V108,108,,RESULT_ARTIFACT_PRESERVED,6,FIGURE
V109,109,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V110,110,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V111,111,,RESULT_ARTIFACT_PRESERVED,3,ARCHIVE;FIGURE;MARKDOWN
V112,112,,RESULT_ARTIFACT_PRESERVED,11,FIGURE;MARKDOWN
V113,113,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V114,114,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V115,115,,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V116,116,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V117,117,,RESULT_ARTIFACT_PRESERVED,10,FIGURE
V118,118,,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V119,119,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V119B,119,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V120,120,,RESULT_ARTIFACT_PRESERVED,4,ARCHIVE;FIGURE;MARKDOWN
V121,121,,RESULT_ARTIFACT_PRESERVED,7,FIGURE;MARKDOWN
V121B,121,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V122,122,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V123,123,,RESULT_ARTIFACT_PRESERVED,5,FIGURE
V124,124,,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V125,125,,RESULT_ARTIFACT_PRESERVED,6,FIGURE
V126,126,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V127,127,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V128,128,,RESULT_ARTIFACT_PRESERVED,4,ARCHIVE;FIGURE;MARKDOWN
V129,129,,RESULT_ARTIFACT_PRESERVED,5,FIGURE;MARKDOWN
V130,130,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V131,131,,RESULT_ARTIFACT_PRESERVED,5,FIGURE
V131B,131,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V132,132,,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V133,133,,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V134,134,,RESULT_ARTIFACT_PRESERVED,6,FIGURE
V134B,134,B,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V135,135,,RESULT_ARTIFACT_PRESERVED,4,ARCHIVE;FIGURE;MARKDOWN
V136,136,,DOCUMENTED_IN_LOG,1,MARKDOWN
V137,137,,MISSING_DIRECT_ARTIFACT,0,
V138,138,,MISSING_DIRECT_ARTIFACT,0,
V139,139,,MISSING_DIRECT_ARTIFACT,0,
V140,140,,MISSING_DIRECT_ARTIFACT,0,
V141,141,,MISSING_DIRECT_ARTIFACT,0,
V142,142,,MISSING_DIRECT_ARTIFACT,0,
V143,143,,MISSING_DIRECT_ARTIFACT,0,
V144,144,,MISSING_DIRECT_ARTIFACT,0,
V145,145,,DOCUMENTED_IN_LOG,2,ARCHIVE;MARKDOWN
V146,146,,RESULT_ARTIFACT_PRESERVED,7,FIGURE;MARKDOWN
V147,147,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V148,148,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V149,149,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V150,150,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V151,151,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V152,152,,RESULT_ARTIFACT_PRESERVED,6,FIGURE
V153,153,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V154,154,,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V155,155,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V156,156,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V157,157,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V157B,157,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V158,158,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V159,159,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V160,160,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V161,161,,RESULT_ARTIFACT_PRESERVED,4,ARCHIVE;FIGURE;MARKDOWN
V162,162,,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V162B,162,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V163,163,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V164,164,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V165,165,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V166,166,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V167,167,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V168,168,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V169,169,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V170,170,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V171,171,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V171B,171,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V172,172,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V173,173,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V173B,173,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V174,174,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V175,175,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V176,176,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V177,177,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V178,178,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V179,179,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V180,180,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V181,181,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V182,182,,RESULT_ARTIFACT_PRESERVED,5,FIGURE
V182B,182,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V182C,182,C,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V183,183,,RESULT_ARTIFACT_PRESERVED,5,FIGURE;MARKDOWN
V183B,183,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V184,184,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V185,185,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V186,186,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V187,187,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V188,188,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V189,189,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V190,190,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V191,191,,RESULT_ARTIFACT_PRESERVED,6,ARCHIVE;FIGURE;MARKDOWN
V191B,191,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V192,192,,RESULT_ARTIFACT_PRESERVED,9,FIGURE;MARKDOWN
V192B,192,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V192C,192,C,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V192D,192,D,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V193,193,,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V193B,193,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V194,194,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V195,195,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V196,196,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V197,197,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V198,198,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V198B,198,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V199,199,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V200,200,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V201,201,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V202,202,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V203,203,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V203B,203,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V204,204,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V205,205,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V206,206,,RESULT_ARTIFACT_PRESERVED,4,ARCHIVE;FIGURE;MARKDOWN
V207,207,,RESULT_ARTIFACT_PRESERVED,3,FIGURE;MARKDOWN
V208,208,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V209,209,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V210,210,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V211,211,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V212,212,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V212B,212,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V213,213,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V214,214,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V215,215,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V216,216,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V217,217,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V218,218,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V218B,218,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V219,219,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V220,220,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V221,221,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V221B,221,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V222,222,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V223,223,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V224,224,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V225,225,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V226,226,,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V226B,226,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V227,227,,RESULT_ARTIFACT_PRESERVED,3,FIGURE;RESULT_JSON
V228,228,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V229,229,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V230,230,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V231,231,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V232,232,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V233,233,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V234,234,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V235,235,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V236,236,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V237,237,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V237B,237,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V238,238,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V239,239,,RESULT_ARTIFACT_PRESERVED,3,FIGURE
V239B,239,B,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V240,240,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V241,241,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V242,242,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V243,243,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V244,244,,RESULT_ARTIFACT_PRESERVED,3,ARCHIVE;FIGURE;MARKDOWN
V245,245,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V246,246,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V247,247,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V247B,247,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V248,248,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V249,249,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V250,250,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V251,251,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V252,252,,RESULT_ARTIFACT_PRESERVED,4,FIGURE
V252B,252,B,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V253,253,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V254,254,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V255,255,,RESULT_ARTIFACT_PRESERVED,1,FIGURE
V256,256,,RESULT_ARTIFACT_PRESERVED,3,FIGURE;RESULT_JSON
V257,257,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V258,258,,RESULT_ARTIFACT_PRESERVED,3,FIGURE;RESULT_JSON
V259,259,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V260,260,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V261,261,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V262,262,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V263,263,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V264,264,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V265,265,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V266,266,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
V267,267,,RESULT_ARTIFACT_PRESERVED,3,FIGURE;RESULT_JSON
V268,268,,RESULT_ARTIFACT_PRESERVED,2,FIGURE
